sentence_id,source_doc,page_num,raw_text,predicted_type,signals,confidence_score,is_constraint,constraint_type,entities,threshold,exception,notes,word_count
CONTRACT_0006,contract_v5,14,"(a) Effectiv~ December 16, 2003, the rates of pay that were in effect on December 15,2003 shall be increased by three {3) percent. ·",HARD,deontic:obligation,2,,,,,,,24
CONTRACT_1062,contract_v5,235,All of the Car Inspector positions in the Shops shall be considered utility jobs to be assigned by management. 109,HARD,deontic:obligation,2,,,,,,,20
CONTRACT_0203,contract_v5,70,An employee appointed to the full-time title may carryover unused vacation hours from the part-time title.,SOFT,deontic:permission,2,,,,,,,16
CONTRACT_1215,contract_v5,273,"Joint Union/Management Review Committee A committee consisting of the Chief Station Officer and/or his/her designees and the Vice President, TWU, and/or his/her designees shall be constituted to discuss revenue procedures, booth and station conditions, changes of policy, employee facilities and such other matters as are mutually agreed to.",HARD,deontic:obligation,2,,,,,,,48
CONTRACT_0971,contract_v5,214,The committee will consist of equal numbers of Union and Management and any savings generated by the Joint Union-Management Committee shall fall under the auspices of the Gainsharing Committee. 88,HARD,deontic:obligation,2,,,,,,,30
CONTRACT_1240,contract_v5,280,"Such job preference selection shall be limited to warehousing, kitting, receiving, utility and absentee relief or a combination of any of the above, as determined by management, in Main Storeroom/Base Support complexes.",HARD,deontic:obligation,2,,,,,,,32
CONTRACT_1353,contract_v5,302,"Pursuant to the Resolution, dated April 7, 1959, all vacancies in the Subway, provided there are at that time excess employees in Surface, shall be filled by posting vacancies for bid, and, if insufficient bids are received, by the assignment of employees in the inverse order of their seniority on the BMT Surface Sub-section seniority roster, such employees transferred to the Subway are to be slotted in the Subway seniority list among Surface Turnstile Maintainers previously transferred to the Subway, with their Surface seniority as among themselves.",HARD,deontic:obligation,2,,,,,,LONG_UNSPLIT,87
CONTRACT_0590,contract_v5,169,"The Tripartite Arbitration Board shall meet as soon as practicable at a time and place to be agreed upon by the parties, or, if they cannot agree, at a time and place fixed by the designated impartial chairperson upon at least fourteen (14) days notice to the parties.",HARD,deontic:obligation,2,,,,,,,48
CONTRACT_1316_p1,contract_v5,294,"is too difficult for him/her to handle efficiently, there must be a redistribution of assignments such as will satisfy the Superintendent that no employee has an assignment which he/she or she can not efficiently handle.",HARD,deontic:obligation|deontic:obligation|deontic:prohibition|deontic:permission,2,,,,,,,35
CONTRACT_1412,contract_v5,311,"Relief Points Away From Depot When an operator is required to travel from his/her home depot to a distant point in order to start the first trip of his/her run, or is required, after completing the last trip of his/her run at a point distant from his/her home depot, to return to such depot in order to clear, he/she shall be allowed traveling time based on the scheduled running time between the respective points and shall be paid for one",HARD,deontic:obligation|deontic:obligation,2,,,,,,,80
CONTRACT_1549,contract_v5,341,"Furthermore, if there is presented to the Impartial Arbitrator for decision any matter involving theft or drunkenness of any employee, the only question to be determined by the Impartial Arbitrator in any such case shall be with respect to the fact of such theft or drunkenness as the case may be, 215",HARD,deontic:obligation|deontic:permission,2,,,,,,,52
CONTRACT_2125,contract_v5,535,It is the parties intention that the work performed in the base shop shall include existing work performed internally and some work heretofore performed by vendors.,HARD,deontic:obligation,2,,,,,,,26
CONTRACT_1525,contract_v5,336,The time so allowed shall be considered as actual working. 2) When an employee or a group of employees are shifted from their picked location for a period of two,HARD,deontic:obligation,2,,,,,,,30
CONTRACT_1063,contract_v5,236,(5) person inspection team shall be utilized at the maintenance shops on the new technology cars.,HARD,deontic:obligation,2,,,,,,,16
CONTRACT_1741,contract_v5,383,Motor Vehicle Test All employees who are required to take a Motor Vehicle Test shall be paid at straight time for the loss of time involved. 257,HARD,deontic:obligation|deontic:obligation,2,,,,,,,27
CONTRACT_0520,contract_v5,162,"At the conclusion of each hearing date, the Impartial Arbitrator shall issue an Award for each case heard during that day.",HARD,deontic:obligation,2,,,,,,,21
CONTRACT_2162,contract_v5,553,This Agreement is not applicable to employees who document that they are required to wear prescription orthopedic shoes or any other special shoes prescribed or recommended by a physician. 7.,HARD,deontic:obligation,2,,,,,,,30
CONTRACT_0405,contract_v5,146,"In order to receive any overtime pay the employee claiming the overtime must strictly adhere to all established rules, regulations and procedures of the Authority in connection with the performance of overtime assignments, including proper, accurate and regular maintenance of time records, 20",HARD,deontic:obligation,2,,,,,,,43
CONTRACT_1740,contract_v5,383,Reserve Time An Operator on report who may be reassigned to one,SOFT,deontic:permission,2,,,,,,,12
CONTRACT_0204,contract_v5,70,"The holiday provisions for full-time Traffic Checkers will be the same as other full-time hourly MaBSTOA employees with the following exceptions: When an employee is not assigned to work on an observed holiday, and is otherwise eligible for holiday pay, the payment shall be computed on seven",HARD,deontic:obligation,2,,,,,,,47
CONTRACT_0472,contract_v5,156,"To meet these demands, the parties have agreed that the Authorities may utilize Part-time Operators under the following provisions: 1) It is the intention of the Authorities to develop a variety of new service types and levels including subway/railroad feeder service, curb-to-curb type transit service, and/or circulator service using vans, mini-buses and passengers cars to meet the needs of public transit.",SOFT,deontic:permission,2,,,,,,,61
CONTRACT_1312,contract_v5,293,"Employee Facilities The Revenue Department shall continue its good faith effort to: 1) provide and maintain toilet and water cooler facilities on all revenue collection trains, where feasible; and 2) provide locker facilities for all Collecting Agents.",HARD,deontic:obligation,2,,,,,,,37
CONTRACT_1185,contract_v5,268,"Snow Duty All employees who are required to work on snow duty, on other than their assigned stations, will receive pay at the rate of time and one-half for such work.",HARD,deontic:obligation,2,,,,,,,31
CONTRACT_1430_p4,contract_v5,313,"5) When a Saturday or Sunday schedule is operated on a holiday which falls on a weekday, operators who have picked runs on a Saturday or Sunday schedule, depending upon which schedule is operated, shall work on such holiday the runs picked by them on such schedule, provided it is not their regular day off.",HARD,deontic:obligation|deontic:permission,2,,,,,,,55
CONTRACT_1625,contract_v5,356,The total yearly earnings for each employee shall be based upon the sum of his/her gross earnings as shown on Social Security reports in the four,HARD,deontic:obligation,2,,,,,,,26
CONTRACT_0519,contract_v5,162,A mutually agreed upon Impartial Arbitrator(s) will be authorized to hear and decide those cases that the parties agree shall be heard pursuant to the expedited arbitration procedures. 3.,HARD,deontic:obligation,2,,,,,,,29
CONTRACT_0426,contract_v5,149,Such records shall remain available for inspection for a period of two years after each inspection.,HARD,deontic:obligation,2,,,,,,,16
CONTRACT_0032,contract_v5,22,The dispute as to the propriety of the pre-disciplinary suspension shall be scheduled and heard by a disciplinary arbitrator within two business days of the transmission of the Union's request for review or as soon thereafter as practical.,HARD,deontic:obligation,2,,,,,,,38
CONTRACT_1907,contract_v5,428,"Effective November 1, 1998, the hourly rate will be $10.9404. 2) Night Differential Effective May, 1, 1993 night differential shall be paid at a rate of .26¢ per hour for hours worked beginning at 9 P.M. on one day and ending at 5 A.M. on the next succeeding day.",HARD,deontic:obligation|deontic:permission,2,,,,,,,49
CONTRACT_0747,contract_v5,184,"For each day of sick leave, a Bus Operator who is an ""extra list"" operator, shall be paid at his/her regular rate of pay, a number of hours equal to the average number of paid hours per day in all regular runs on the schedules in effect for the division to which he/she is assigned at the time he/she is on sick leave.",HARD,deontic:obligation,2,,,,,,,63
CONTRACT_1464,contract_v5,320,Line Instructor Qualifications/Instruction Allowance 1) An Operator shall qualify for consideration as a Line Instructor if he/she meets the following criteria:,HARD,deontic:obligation,2,,,,,,,21
CONTRACT_1450,contract_v5,316,"He/she shall hold that run and be considered a regular operator until the next line, depot or system pick.",HARD,deontic:obligation,2,,,,,,,19
CONTRACT_2099,contract_v5,519,In no event shall an employee whose religious accommodation application has been accepted be required or permitted to work on a day of religious observance.,HARD,deontic:obligation,2,,,,,,,25
CONTRACT_0247,contract_v5,108,"No employee will be placed back on the SLCL subsequent to May I, 2003, without first being counseled.",HARD,deontic:prohibition|deontic:permission,2,,,,,,,18
CONTRACT_1775,contract_v5,390,"Second tour of Duty-Operators Bus Operators required to work a complete second tour of duty shall be paid for such complete second tour of duty a minimum of twelve (12) hours pay or time and one-half for such excess work, whichever is greater.",HARD,deontic:obligation,2,,,,,,,43
CONTRACT_1157,contract_v5,258,"Employees shall be provided, without cost to themselves, with such gloves, goggles and other safety equipment as may be authorized by the head of the department.",HARD,deontic:obligation|deontic:permission,2,,,,,,,26
CONTRACT_1189_p3,contract_v5,269,4) hours per day shall be granted an allowance of fifteen (,HARD,deontic:obligation,2,,,,,,,12
CONTRACT_0219,contract_v5,73,If an employee who agrees to a swap is incapacitated due to injury or illness they must submit medical documentation to substantiate the illness.,HARD,deontic:obligation,2,,,,,,,24
CONTRACT_0441,contract_v5,151,(a) An employee with thirty (30) or more years of continuous service shall receive the annual equivalent amount of five hundred dollars ($500.00) computed on a biweekly basis.,HARD,deontic:obligation,2,,,,,,,28
CONTRACT_0318_p2,contract_v5,136,8) hours (two work days) of receipt of the request for a meeting.,HARD,deontic:obligation|deontic:permission|deontic:preference,2,,,,,,,13
CONTRACT_1356,contract_v5,303,Apprenticeship Program The division of AFC Equipment Maintenance shall hire up to ten (10) apprentices per year.,HARD,deontic:obligation,2,,,,,,,17
CONTRACT_0734,contract_v5,183,"Whenever, under the provisions of this Section, an employee may be entitled to another day off, without deduction in pay, in lieu of one of the stated holidays above specified, the particular day on which he/she is to be excused from duty must be determined by his/her superior, who as far as practicable, will consider the preferences of the employee.",HARD,deontic:obligation|deontic:permission,2,,,,,,,60
CONTRACT_1460,contract_v5,318,Shifters who perform the duties of Revenue Attendants shall be paid a differential of 50¢ per hour.,HARD,deontic:obligation,2,,,,,,,17
CONTRACT_1130,contract_v5,247,The class of work shall generally follow the classifications established by the City Civil Service Commission or the City Personnel Director in qualifying persons for examinations for permanent appointment to the title.,HARD,deontic:obligation,2,,,,,,,32
CONTRACT_1628,contract_v5,356,Employees shall be credited for vacation purposes at their regular rate of pay for each day spent on Union business on the Operating Authority's property.,HARD,deontic:obligation,2,,,,,,,25
CONTRACT_0645,contract_v5,175,Any complaint made by the Union shall be decided by the Vice President within twenty-four (24) hours after the close of the discussion.,HARD,deontic:obligation,2,,,,,,,23
CONTRACT_1121,contract_v5,246,"(1) ten (10) minute turnover allowance at his/her regular rate of pay for that tour of duty. 4) A Mechanical Maintainer B who is relieved according to schedule by a fellow Mechanical Maintainer B and reports conditions properly to his/her relief, shall receive one",HARD,deontic:obligation,2,,,,,,,44
CONTRACT_1557,contract_v5,344,"In such cases or where the penalty is imposed at Step II, a Step III hearing shall be scheduled to be heard within five",HARD,deontic:obligation,2,,,,,,,24
CONTRACT_0428,contract_v5,149,The Union will encourage its members to contact the Union Assistance Program counselors when they believe that another employee may be in an unsafe condition or may present a danger to himself/herself or others.,SOFT,deontic:permission,2,,,,,,,34
CONTRACT_1413,contract_v5,311,"(1) scheduled headway in addition to the said scheduled running time, and, if the run is a regular run, such traveling time shall be included in the time scheduled for the run.",HARD,deontic:obligation,2,,,,,,,32
CONTRACT_1293,contract_v5,289,"For the purpose of this provision ""violation"" shall mean a charge that has been upheld through the disciplinary grievance procedure, or accepted. 4) Picks of Vacations Once a year, at least one",HARD,deontic:obligation,2,,,,,,,32
CONTRACT_1237,contract_v5,278,The break period shall not directly precede the start or end of the overtime work. 5) Employees who are working a minimum eight,HARD,deontic:prohibition|deontic:obligation,2,,,,,,,23
CONTRACT_0778,contract_v5,187,The employee must provide adequate medical evidence to show that the entire period of absence including vacation and AVA days used under this subsection was the result of one continuous absence.,HARD,deontic:obligation,2,,,,,,,31
CONTRACT_0490,contract_v5,159,"Contract interpretation grievances as defined in subsection A, Paragraph 1 above, shall be processed and settled in the following manner: 33",HARD,deontic:obligation,2,,,,,,,21
CONTRACT_1903,contract_v5,427,"If a penalty is imposed at Step I, the Union may bypass the Step II hearing and appeal directly to Step III.",SOFT,deontic:permission,2,,,,,,,22
CONTRACT_0124_p2,contract_v5,39,"0) days from the date of receipt of the appeal fonn by OHS. • Timely appeals that are unresolved as described above will be decided by a Tripartite Panel of Physicians (hereinafter, ..t he Panel""). • The panel shall be made up of 3 physicians, one chosen by the Union, one chosen by Management and a third chosen by those two physicians from a list of neutral physicians who are mutually selected by the parties.",HARD,deontic:obligation,2,,,,,,,75
CONTRACT_1551,contract_v5,342,"If the office of Impartial Arbitrator should become vacant, the Operating Authority and the Union will designate a new Arbitrator as soon as practicable.",SOFT,deontic:preference,2,,,,,,,24
CONTRACT_1957,contract_v5,439,"If at the end of two years, no new title has been established pursuant to paragraph J below or if the employee's title has not been changed to such new title, the employee may pick out of the shop. 313",SOFT,deontic:permission,2,,,,,,,40
CONTRACT_0641,contract_v5,175,"The appropriate Vice President shall also determine and set forth on the schedule the date upon which the new schedule shall become effective, which date shall take into account the time reasonably required to complete the picking.",HARD,deontic:obligation,2,,,,,,,37
CONTRACT_1802,contract_v5,401,Outdoor Clothing The Authority shall provide outdoor clothing for employees whose job functions require outdoor work.,HARD,deontic:obligation,2,,,,,,,16
CONTRACT_1866,contract_v5,416,(2) Years Absence Because of Illness. 1) An employee absent because of illness shall be dropped from the service of the Operating Authority after a period of two,HARD,deontic:obligation,2,,,,,,,28
CONTRACT_1638_p2,contract_v5,358,"9) An employee who is dismissed on charges, or who resigns while on charges or in anticipation thereof, shall not have the date of termination of his/her employment postponed to allow him/her any vacation pay whatever, whether he/she shall have previously had a vacation in that vacation year or not.",HARD,deontic:prohibition|deontic:obligation|deontic:preference,2,,,,,,,50
CONTRACT_1821,contract_v5,408,Overtime Each employee to whom these working conditions apply shall be paid overtime at the rate of one and one-half times his/her hourly rate of pay for all time worked at the request of the Operating Authority in excess of his/her regular workday or regular workweek.,HARD,deontic:obligation,2,,,,,,,46
CONTRACT_1773,contract_v5,389,"(8) hours or more before his/her next regularly scheduled tour of duty for emergency work made necessary by storm, flood, fire, accident, or other catastrophe, he/she shall, if held on such emergency work continuously for a period of more than eight",HARD,deontic:obligation,2,,,,,,,41
CONTRACT_0393,contract_v5,145,"An employee released full or part time and paid by the Authority shall be required to submit periodically, an affidavit certifying that he/she has not been paid by the Union or private fund during the same period for which he/she was paid by the Authority.",HARD,deontic:obligation,2,,,,,,,45
CONTRACT_1406,contract_v5,310,"Likewise, an operator who clears at the foreign depot and does not return to his/her home depot will be allowed traveling time only to the extent that the time required to travel from the foreign depot to his/her residence may exceed the time required to travel from his/her home depot to his/her residence.",SOFT,deontic:permission,2,,,,,,,53
CONTRACT_1706_p1,contract_v5,370,"5) In order to prevent duplication of benefits, the Operating Authority shall take a credit for any payment which may be made to the employee under the State Disability Benefits Law as a disability payment which covers the same day or days for which he/she is being paid sick leave.",HARD,deontic:obligation|deontic:permission,2,,,,,,,50
CONTRACT_1156,contract_v5,258,"Change of Shifts If an employee's schedule of working hours is changed temporarily by direction of his/her superior, he/she shall be allowed time and one-half for the first seven",HARD,deontic:obligation,2,,,,,,,29
CONTRACT_1436,contract_v5,314,"Preference Status of Operators. 1) In all picks of vacations, runs and tours of duty permanently appointed operators shall have preference over provisionals and provisionals shall not pick until all permanent operators have made their selections.",HARD,deontic:prohibition|deontic:obligation,2,,,,,,,36
CONTRACT_0036,contract_v5,22,(b) Whether there is a reasonable basis to believe that the grievant may be guilty of that offense.,SOFT,deontic:permission,2,,,,,,,18
CONTRACT_0611,contract_v5,171,"The Medical Appeal grievance procedures contained herein, shall be in lieu of any administrative procedure specified in Sections 72 and/or 73 of the Civil Service Law. 2.",HARD,deontic:obligation,2,,,,,,,27
CONTRACT_0731,contract_v5,183,"When an employee's vacation period includes one or more of the stated holidays with pay, he/she may elect to retain such day or days as AVA allowance, whether the holiday falls on a scheduled working day or on a regular day off, if he/she is eligible under paragraph (C), but to make such election he/she must give written notice thereof before the commencement of his/her vacation period.",HARD,deontic:obligation|deontic:permission,2,,,,,,,67
CONTRACT_0028,contract_v5,22,The employee may reject the proposed penalty and follow the formal disciplinary process.,SOFT,deontic:permission,2,,,,,,,13
CONTRACT_1500,contract_v5,329,Work Procedure Review Team A Work Procedure Review Team shall be established in the Department of Buses to review such tasks or functions performed in the operating depots as are submitted to the Team and recommend a norm or standard for the performance of these functions in the TA/OA Maintenance Divisions.,HARD,deontic:obligation,2,,,,,,,51
CONTRACT_1542_p2,contract_v5,341,"2) If the Union is not satisfied with the disposition of such grievance by the Director, Labor Relations, MaBSTOA or his/her designee or designees, made as provided in paragraph 1 above, or in case there is any dispute between the parties hereto arising out of the collective bargaining agreement, then in any such case, at the written request of the party hereto desiring arbitration as herein provided, the matter shall be submitted for decision to the Impartial Arbitrator.",HARD,deontic:obligation,2,,,,,,,78
CONTRACT_0335,contract_v5,139,"Thirty (30) days from when the liability accrued, a flat penalty for each full thirty (30) calendar days shall be added to the amount due according to the following schedule: Amount Owed Penalty $100 - 199 $2 $200 - 299 $3 $300 - 399 $4 $400 - 499 $5 $500 - above $10 G.",HARD,deontic:obligation,2,,,,,,,54
CONTRACT_1654,contract_v5,361,"If, as a result of such examination, a dispute arises as to the disability of an employee, the employee shall have the right to have the findings of the Operating Authority-designated physician checked by a physician of his/her own choice.",HARD,deontic:obligation,2,,,,,,,40
CONTRACT_0378,contract_v5,143,"SECTION 1.14 - EXCESS EMPLOYEES In the event there is a surplus of hourly employees regularly assigned to duties and functions pertaining to one title or another, the appropriate Authority shall have the right to transfer such employees to the duties of another title.",HARD,deontic:obligation,2,,,,,,,44
CONTRACT_0200,contract_v5,69,Such notice of termination must be done at least thirty (30) days prior to the end of the year.,HARD,deontic:obligation,2,,,,,,,19
CONTRACT_0979_p2,contract_v5,215,"5) When a conductor has picked a regular run or trick and after reporting therefor, through no fault of his/her own, is assigned instead to another run or trick, he/she shall be paid at least the time his/her original run or trick called for by schedule.",HARD,deontic:obligation|deontic:permission,2,,,,,,,46
CONTRACT_0257,contract_v5,110,The union shall have the opportunity to submit its own information or summary for inclusion in the package.,HARD,deontic:obligation,2,,,,,,,18
CONTRACT_1648,contract_v5,361,"To make such election, he/she must give notice thereof in writing to his/her superior in advance of the holiday.",HARD,deontic:obligation,2,,,,,,,19
CONTRACT_2160,contract_v5,553,"On days that an employee does not wear the safety shoes supplied pursuant to this Agreement, the employee must wear work shoes that are slip resistant.",HARD,deontic:obligation,2,,,,,,,26
CONTRACT_0794,contract_v5,189,"Should he/she at any time after the Transit Authority's determination to grant any allowance under the provisions of this Section, refuse to submit to examination by said Medical Department or if, upon examination he/she is adjudged by such designated physician to be able to perform either his/her own work or lighter work which is offered to him/her and he/she should fail or refuse to perform the same, such refusal shall automatically effect a revocation of any and all allowances theretofore granted to him/her under this Section, and to the extent that the amount of any such allowance shall have already been paid to him/her it shall be treated as an advance payment of, and shall be deducted from, whatever monies may thereafter become due and payable to such employee. 63",HARD,deontic:obligation|deontic:preference|deontic:permission,2,,,,,,LONG_UNSPLIT,130
CONTRACT_0048,contract_v5,24,"Fresb Start For employees whose sick leave balance is below the threshold on the date of implementation of this program, the percentage of their sick leave balance shall be measured after the completion of the first full year commencing upon the implementation date.",HARD,deontic:obligation,2,,,,,,,43
CONTRACT_0690,contract_v5,180,No additional vacation allowance or terminal vacation shall accrue to an employee for the period of such terminal vacation.,HARD,deontic:obligation,2,,,,,,,19
CONTRACT_0619,contract_v5,172,The designation of the impartial physician shall be made promptly after the Step I decision is rendered.,HARD,deontic:obligation,2,,,,,,,17
CONTRACT_0362,contract_v5,142,The parties shall jointly undertake reasonable efforts to identify projected overtime requirements and qualified volunteers who are willing to perform such overtime work.,HARD,deontic:obligation,2,,,,,,,23
CONTRACT_2038_p2,contract_v5,501,"g) - A reading of .5mgm/cc or greater by a blood alcohol test or a refusal as per 5.2. below. 42 Property - For the purpose of this P/I shall mean the property of the New York City Transit Authority, Manhattan and Bronx Surface Transit Operating Authority, Staten Island Rapid Transit Operating Authority and/or the South Brooklyn Railway Company.",HARD,deontic:obligation,2,,,,,,,59
CONTRACT_1014,contract_v5,221,"(5) days prior to the commencement of a pick and as nearly as practicable to (thirty) 30 days prior to the commencement of a pick. 13) The foregoing provisions for determining the respective preference status of conductors on any division, or on any line or section within a division, are subject to the following qualifications and exceptions: a.",UNCLEAR,threshold|exception,2,,,,,,,58
CONTRACT_0920,contract_v5,207,"Payment for Work on Regular Day Off 1) An employee who is required to work on his/her regular day off in any payroll week, will be allowed time and one-half for his/her work on his regular day off and will be given at least eight",HARD,deontic:obligation,2,,,,,,,45
CONTRACT_1633,contract_v5,356,"Where the employee, who is resigning or retiring of his/her own volition and not because of, or in anticipation of disciplinary action against him/her, shall, prior to separation from service, make a request therefor; or, 230",HARD,deontic:obligation,2,,,,,,,36
CONTRACT_1725,contract_v5,376,"At the request of the Impartial Arbitrator, such witnesses, records and other documentary evidence as may be required shall be produced.",HARD,deontic:obligation|deontic:permission,2,,,,,,,21
CONTRACT_0725,contract_v5,182,Such request shall be made on a form prepared by the Transit Authority for that purpose.,HARD,deontic:obligation,2,,,,,,,16
CONTRACT_1928,contract_v5,434,"(1) hour prior to the commencement of such tour of duty, he/she shall have caused such notice to be given.",HARD,deontic:obligation,2,,,,,,,20
CONTRACT_1806,contract_v5,401,The date of the posting for pick shall be determined by the Chief Maintenance Officer.,HARD,deontic:obligation,2,,,,,,,15
CONTRACT_2004,contract_v5,493,"(1) year of service, who tests positive for the first time for drugs or aloohot under the random drug testing program shall be treated in accordance with the provisions of Section 10.1. · 6.7 ·When the testing is positive for marijuana for an e""l'loyee with one",HARD,deontic:obligation,2,,,,,,,46
CONTRACT_1258,contract_v5,282,"(1) above. 3) If an employee’s schedule of working hours is changed on less than seventy-two (72) hours notice, s/he shall be paid at the rate of time and one half for the time worked on the changed tour of duty that may follow within seven",HARD,deontic:obligation|deontic:permission,2,,,,,,,46
CONTRACT_0929,contract_v5,208,Annual or Periodic Instructions 1) Train Operators ordered to report while off duty for annual periodic instructions shall be allowed three,HARD,deontic:obligation,2,,,,,,,21
CONTRACT_0279,contract_v5,117,A provisional employee in the Department of Buses with more than one year of continuous satisfactory service in a title covered by the Collective Bargaining Agreement may appeal disciplinary actions pursuant to the procedures specified in the disciplinary grievance procedure.,SOFT,deontic:permission,2,,,,,,,40
CONTRACT_0513,contract_v5,161,"The Impartial Arbitrator to serve as such from June, 2001 to December 15, 2002, shall be Richard Adelman, who has been selected by the parties to this Agreement.",HARD,deontic:obligation,2,,,,,,,28
CONTRACT_0943,contract_v5,210,"When there is no work available in either road or yard service in his/her selected tour of duty and line, he/she shall be assigned to the next nearest line or tour of duty where work is available, allowing sufficient time between tours of duty.",HARD,deontic:obligation,2,,,,,,,44
CONTRACT_1072,contract_v5,237,"The first division wide pick under this Agreement will be held in September, 1988. 2) Quota Jobs may be removed from bid or pick for assignment to employees on restricted duty due to medical conditions under the following circumstances: a.",SOFT,deontic:permission,2,,,,,,,40
CONTRACT_1867,contract_v5,416,"(2) years has elapsed since the last day worked. 2) The Operating Authority, in its sole discretion for good cause shown, may consider an application of a former employee off sick for more than two",SOFT,deontic:permission,2,,,,,,,35
CONTRACT_1574,contract_v5,347,"Thereafter, in accordance with collective bargaining agreements dated as of January 1, 1966, January 1, 1968, January 1, 1970, January 1, 1972, April 1, 1974, April 1, 1976, April 1, 1978, and April 1, 1980, the Arbitration Award of April 29, 1982 and the collective bargaining agreements dated as of April 1, 1985, April 1, 1988, and May 1, 1991, respectively, the Operating Authority continued to make retirement advances through December 15, 1999 to employees referred to in paragraph",SOFT,deontic:permission,2,,,,,,,79
CONTRACT_0617,contract_v5,172,The findings of the Impartial Physician shall be binding upon the parties.,HARD,deontic:obligation,2,,,,,,,12
CONTRACT_1799_p2,contract_v5,400,"1) A MaBSTOA Bus Maintainer who is absent from duty as a result of injuries sustained by reason of any assault by non-Transit Authority/MaBSTOA employees perpetrated upon him/her while engaged in the proper performance of his/her duties will be allowed a differential payment which shall be sufficient to comprise, together with any Workers' Compensation payable to him/her under the provisions of the Workers' Compensation Law, the amount equal, after taxes, to his/her after tax wages for his/her regularly scheduled working time, exclusive of overtime.",HARD,deontic:obligation,2,,,,,,,84
CONTRACT_1104,contract_v5,244,"Transfers 1) The Authority reserves the right whenever there may be an employee in any unit of any Division with divisional seniority for whom there is no work in such unit, to transfer and assign him/her to work in any other unit of that division or in any unit of any other Division where there may be work for him/her to do within his/her title or classification.",SOFT,deontic:permission,2,,,,,,,67
CONTRACT_1068,contract_v5,236,"Payment for Work on Scheduled Day Off An employee who is required to work on a day which is scheduled for him/her as a day off, other than one of the holidays allowed with pay, shall be allowed time and one-half for all work on such days, but shall be paid for his/her work on such day a minimum of one and one-half times his/her regular full day's pay.",HARD,deontic:obligation|deontic:obligation,2,,,,,,,69
CONTRACT_1726,contract_v5,376,"The Impartial Arbitrator shall mail a copy of his/her opinion to the Operating Authority and to the Union, within two",HARD,deontic:obligation,2,,,,,,,20
CONTRACT_1711_p3,contract_v5,371,6) No sick leave will be granted to an employee who is unfit for work on account of an accident incurred while working for an employer other than the Operating Authority.,SOFT,deontic:permission,2,,,,,,,31
CONTRACT_1669,contract_v5,363,"(2) years has elapsed since the last day worked. 2) MaBSTOA employees injured on duty and MaBSTOA employees on ordinary disability, shall have the same rights to return to their jobs following termination that the Transit Authority employees have. 3) An employee with restricted work status may be offered reassignment or reclassification.",HARD,deontic:obligation|deontic:permission,2,,,,,,,52
CONTRACT_0702,contract_v5,180,"However, such election under this rule and under Section 2.6 (T), shall apply only to the complete vacation due the employee at the time of his/her request, and no grant shall be made of only a portion of a vacation allowance.",HARD,deontic:obligation,2,,,,,,,41
CONTRACT_1536,contract_v5,340,"The Union shall pay to the Operating Authority the actual monthly cost of making such deductions, which shall not exceed five (5¢) cents per deduction per employee.",HARD,deontic:prohibition|deontic:obligation,2,,,,,,,27
CONTRACT_1279,contract_v5,285,(8) hours pay provided they report on time and work their full tour or hold themselves available for and perform all such work as may be assigned to them.,SOFT,deontic:permission,2,,,,,,,29
CONTRACT_0861,contract_v5,200,"If, as a result of emergency work, an employee is required to work six",HARD,deontic:obligation,2,,,,,,,14
CONTRACT_0095,contract_v5,31,"In cases involving pre disciplinary suspension, the panel must render a decision within five days. d) Cases with penalties often (10) days or less will follow an expedited process.",HARD,deontic:obligation,2,,,,,,,29
CONTRACT_1747,contract_v5,385,"Employees Temporarily Working in Higher Classifications Any employee temporarily doing the work of another employee whose rate of pay is higher, shall be paid the higher rate for each hour that such employee does such work.",HARD,deontic:obligation,2,,,,,,,36
CONTRACT_1177,contract_v5,264,"3) Employees assigned to Track, Infrastructure and Facilities shall be provided with prescription safety glasses.",HARD,deontic:obligation,2,,,,,,,15
CONTRACT_1448_p1,contract_v5,315,On this list the names of extra operators assigned to the particular depot shall be arranged in the order of their preference status for the purpose of picks.,HARD,deontic:obligation,2,,,,,,,28
CONTRACT_1241,contract_v5,280,In Satellite Storeroom and Transportation job preference selection shall be limited to utility or absentee relief.,HARD,deontic:obligation,2,,,,,,,16
CONTRACT_1798,contract_v5,399,"The amount of the ""special tool allowance"" shall be determined by the Operating Authority at the time such tools are required. 273",HARD,deontic:obligation,2,,,,,,,22
CONTRACT_1346,contract_v5,300,"Reporting and Clearance For Revenue Equipment Maintainers Assigned to Rapid 1) Revenue Equipment Maintainers shall clear at the end of their day's work at the same point at which they reported for work, such point to be designated by their superiors.",HARD,deontic:obligation,2,,,,,,,41
CONTRACT_1879,contract_v5,421,Transfers The Operating Authority reserves the right whenever there may be an excess of employees in any storeroom to transfer and assign said excess employees to work in any other storeroom where there may be work for him/her to do in his/her title and classification.,SOFT,deontic:permission,2,,,,,,,45
CONTRACT_0242,contract_v5,108,"If the employee has no other instance of uunsubstantiated sick leave during this one-year period, he/she shall be released ffrom the counseled status. .",HARD,deontic:obligation,2,,,,,,,24
CONTRACT_1031,contract_v5,227,The time so allowed shall be the scheduled operating time between the two locations and for the purpose of computing overtime it shall be considered as actual working time.,HARD,deontic:obligation,2,,,,,,,29
